index,start_time,end_time,speaker,original_telugu,transliteration
76,"00:04:58,040","00:04:58,950",speaker_3,నేను రక్షిత మాట్లాడుతున్నాను.,nenu rakshitha maatlaaduthunnaanu.
77,"00:04:59,579","00:05:00,550",speaker_3,మీకు ఏ విధంగా సహాయపడగలను?,meeku ye vidhangaa sahaayapadagalanu?
78,"00:05:02,909","00:05:04,038","speaker_6, speaker_3",రక్షితా. Sir.,rakshithaa. Sir.
79,"00:05:05,040","00:05:06,180",speaker_6,నాకు honest గా ఓ విషయం చెప్పమ్మా.,naaku honest gaa o vishayam cheppammaa.
80,"00:05:06,480","00:05:07,189",speaker_3,చెప్పండి Sir.,cheppandi Sir.
81,"00:05:07,420","00:05:10,050",speaker_6,మన దేశంలో 5G ఉందా? లేక 2G నే ముద్దుగా 5G అని పిలుచుకుంటున్నామా?,mana dheshamlo 5G undhaa? leka 2G ne mudhdhugaa 5G ani piluchukuntunnaamaa?
82,"00:05:10,379","00:05:10,649",speaker_3,ఏమైంది?,yemaindhi?
83,"00:05:10,740","00:05:12,610",speaker_6,కాదు రక్షితా. YouTube లో ఒక video చూద్దామంటే,kaadhu rakshithaa. YouTube lo oka video choodhdhaamante
84,"00:05:13,139","00:05:14,550",speaker_6,"కొంచెం city outskirts కి రాగానే buffering,","konchem city outskirts ki raagaane buffering,"
85,"00:05:14,600","00:05:15,218",speaker_6,buffering అంటుంది.,buffering antundhi.
86,"00:05:15,459","00:05:15,810",speaker_3,అసౌకర్యానికి,asaukaryaaniki
87,"00:05:16,209","00:05:16,310",speaker_3,కారణం-,kaaranam-
88,"00:05:16,220","00:05:16,970",speaker_6,ఈ gap లో నాలుగైదు,ee gap lo naalugaidhu
89,"00:05:17,610","00:05:19,319",speaker_6,ad లు. Ad కైనా internet ఏ video కైనా internet ఏ కదా.,ad lu. Ad kainaa internet ye video kainaa internet ye kadhaa.
90,"00:05:19,379","00:05:20,769",speaker_6,Ad లు మాత్రం బ్రహ్మాండంగా play అయిపోతే అదేంటి?,Ad lu maathram brahmaandangaa play ayipothe adhenti?
91,"00:05:20,819","00:05:21,629",speaker_3,ఆ sound ఏంటి Sir?,aa sound yenti Sir?
92,"00:05:21,680","00:05:22,038",speaker_6,Sound ఆ.,Sound aa.
93,"00:05:22,699","00:05:24,819",speaker_6,ఇక్కడ river bed మీద ఒకడిని తలకిందులుగా ఆలాడదీసి murder చేస్తున్నా.,ikkada river bed meedha okadini thalakindhulugaa aalaadadheesi murder chesthunnaa.
94,"00:05:25,139","00:05:26,150",speaker_3,Joke చేయకండి Sir.,Joke cheyakandi Sir.
95,"00:05:26,439","00:05:27,899",speaker_6,Joke లు కాదమ్మా. మా phone లు పని చేయట్లేదు.,Joke lu kaadhammaa. maa phone lu pani cheyatledhu.
96,"00:05:28,480","00:05:29,590",speaker_6,ఇదిగో నేను మళ్ళీ మళ్ళీ phone చేయను.,idhigo nenu mallee mallee phone cheyanu.
97,"00:05:29,779","00:05:31,819",speaker_6,"మూడు నొక్కండి, ఆరు నొక్కండి, తొమ్మిది నొక్కండి అంటే మా వల్ల కావట్లేదు.","moodu nokkandi, aaru nokkandi, thommidhi nokkandi ante maa valla kaavatledhu."
98,"00:05:33,360","00:05:34,420",speaker_6,ప్రాణాలు పోతున్నాయి ఇక్కడ.,praanaalu pothunnaayi ikkada.
99,"00:05:38,540","00:05:38,899",speaker_3,ప్రాణం.,praanam.
100,"00:05:39,959","00:05:40,310",speaker_3,భగవంతుడు,bhagavanthudu
101,"00:05:41,220","00:05:42,050",speaker_3,ఊపిరి రూపంలోనే,oopiri roopamlone
102,"00:05:42,459","00:05:43,250",speaker_3,ప్రాణం పోసి,praanam posse
103,"00:05:43,819","00:05:44,170",speaker_3,ఆయుర్దాయాన్ని,aayurdhaayaanni
104,"00:05:44,629","00:05:46,450",speaker_3,ఇస్తాడు. ఆయన ఇచ్చిన ఆయుర్దాయాన్ని,isthaadu. aayana ichhina aayurdhaayaanni
105,"00:05:47,079","00:05:47,430",speaker_3,సద్వినియోగం,sadhviniyogam
106,"00:05:48,019","00:05:48,370",speaker_3,చేసుకొని,chesukoni
107,"00:05:48,980","00:05:49,330",speaker_3,సత్కర్మలు,sathkarmalu
108,"00:05:49,699","00:05:51,770",speaker_3,చేయడం మనిషి యొక్క ప్రధాన కర్తవ్యం.,cheyadam manishi yokka pradhaana karthavyam.
109,"00:05:52,180","00:05:52,910",speaker_3,అట్లా కాకుండా,atlaa kaakundaa
110,"00:05:53,180","00:05:53,530",speaker_3,దుర్వినియోగం,dhurviniyogam
111,"00:05:54,019","00:05:54,370",speaker_3,చేసుకొని,chesukoni
112,"00:05:54,519","00:05:54,870",speaker_3,పాపకర్మలు,paapakarmalu
113,"00:05:55,259","00:05:55,610",speaker_3,చేసినవాడు,chesinavaadu
114,"00:05:56,259","00:05:56,610",speaker_3,నిష్కారణంగా,nishkaaranangaa
115,"00:05:57,360","00:05:58,250",speaker_3,పాపాల సొరంగంలోకి,paapaala sorangamloki
116,"00:05:58,720","00:05:59,070",speaker_3,ప్రవేశిస్తాడు.,praveshisthaadu.
117,"00:06:47,479","00:06:48,069",speaker_7,Come in.,Come in.
118,"00:06:49,810","00:06:50,149",speaker_7,Come in.,Come in.
119,"00:06:54,569","00:06:55,300",speaker_7,అర్జున్ సర్కార్.,arjun sarkaar.
120,"00:06:57,430","00:06:59,680",speaker_7,నీ గురించి ఏంటేంటో విన్నా. నువ్వేంటే ఇంత silent గా కూర్చున్నావ్,nee gurinchi yentento vinnaa. nuvvente intha silent gaa koorchunnaav
121,"00:06:59,730","00:07:00,080",speaker_7,ఇక్కడ.,ikkada.
122,"00:07:01,129","00:07:01,389",speaker_8,Sir.,Sir.
123,"00:07:02,829","00:07:03,180",speaker_7,Interesting.,Interesting.
124,"00:07:04,069","00:07:04,430",speaker_7,Yeah come.,Yeah come.
125,"00:07:06,149","00:07:06,490",speaker_7,Everyone.,Everyone.
126,"00:07:07,269","00:07:08,050",speaker_7,అర్జున్ సర్కార్.,arjun sarkaar.
127,"00:07:08,629","00:07:09,209",speaker_7,మీ కొత్త SP.,mee koththa SP.
128,"00:07:09,810","00:07:11,110",speaker_7,He is going to take charge from today.,He is going to take charge from today.
129,"00:07:11,689","00:07:11,990",speaker_9,Sir.,Sir.
130,"00:07:12,269","00:07:13,189",speaker_7,Welcome on board సర్కార్.,Welcome on board sarkaar.
131,"00:07:13,250","00:07:13,600",speaker_8,Sir.,Sir.
132,"00:07:13,970","00:07:14,189",speaker_7,Yeah.,Yeah.
133,"00:07:52,170","00:07:52,970",speaker_10,"Sir, May I come in?","Sir, May I come in?"
134,"00:08:00,850","00:08:00,970",speaker_10,"Sir,","Sir,"
135,"00:08:01,529","00:08:02,350",speaker_10,ASP వర్ష sir.,ASP varsha sir.
136,"00:08:02,810","00:08:04,029",speaker_10,This is sub inspector దివాకర్.,This is sub inspector dhivaakar.
137,"00:08:05,779","00:08:07,649",speaker_10,Department లో total twenty six members ఉన్నారు sir.,Department lo total twenty six members unnaaru sir.
138,"00:08:08,250","00:08:09,180",speaker_10,SP cadre లో మాత్రం,SP cadre lo maathram
139,"00:08:09,350","00:08:11,509",speaker_10,మీరొక్కళ్ళే sir. Operations are headed by నగేష్-,meerokkalle sir. Operations are headed by nagesh-
140,"00:08:11,610","00:08:11,949",speaker_8,హేయ్!,hey!
141,"00:08:14,259","00:08:14,910",speaker_8,కాలేందుకు ఉత్తనా.,kaalendhuku uththanaa.
142,"00:08:17,250","00:08:17,490",speaker_8,ఊపకు.,oopaku.
143,"00:08:18,370","00:08:18,730",speaker_9,Sorry sir.,Sorry sir.
144,"00:08:21,449","00:08:21,709",speaker_8,పర్లే.,parle.
145,"00:08:23,810","00:08:24,110",speaker_10,"Sir,","Sir,"
146,"00:08:25,410","00:08:26,470",speaker_10,case sir. వెళ్ళాలి.,case sir. vellaali.
147,"00:08:59,929","00:09:03,240",speaker_11,"Sir, river మీద పెట్టి murder చేయటం వల్ల trace evidences కూడా ఏం","Sir, river meedha petti murder cheyatam valla trace evidences koodaa yem"
148,"00:09:03,289","00:09:03,839",speaker_11,మిగలలే sir.,migalale sir.
149,"00:09:04,529","00:09:04,889",speaker_11,ఆ,aa
150,"00:09:05,350","00:09:06,549",speaker_11,నీళ్ళల్లో కొట్టుకుపోయి ఉండొచ్చు.,neellallo kottukupoyi undochhu.
151,"00:09:10,350","00:09:10,769",speaker_8,Smart.,Smart.
152,"00:09:16,169","00:09:16,960",speaker_8,footprints ఏం దొరకలేదా?,footprints yem dhorakaledhaa?
153,"00:09:17,450","00:09:20,649",speaker_11,ఆ దొరికాయి sir but no use. Shoe వదిలేసి వెళ్ళిపోయాడు sir.,aa dhorikaayi sir but no use. Shoe vadhilesi vellipoyaadu sir.
154,"00:09:21,870","00:09:22,570",speaker_8,Very smart.,Very smart.
155,"00:09:26,750","00:09:28,190",speaker_11,Sir ఇక్కడ ఏదో vertical lines ఉన్నాయి sir.,Sir ikkada yedho vertical lines unnaayi sir.
156,"00:09:29,970","00:09:31,040",speaker_8,Tyre marks erase చేసాడు.,Tyre marks erase chesaadu.
157,"00:09:31,549","00:09:31,899",speaker_8,Sharp.,Sharp.
158,"00:09:36,129","00:09:36,870",speaker_8,ఏంటి freeze అయిపోయారు?,yenti freeze ayipoyaaru?
159,"00:09:38,009","00:09:39,669",speaker_8,ఇంతకుముందు ఈ body లో ప్రాణం ఉంది. ఇప్పుడు లేదంతే.,inthakumundhu ee body lo praanam undhi. ippudu ledhanthe.
160,"00:09:40,480","00:09:41,049",speaker_8,Purpose ఏంటి?,Purpose yenti?
161,"00:09:41,570","00:09:42,190",speaker_8,Focus on that.,Focus on that.
162,"00:09:44,549","00:09:45,269",speaker_8,Precision cut.,Precision cut.
163,"00:09:46,129","00:09:47,070",speaker_8,Medical background ఉన్నాడు.,Medical background unnaadu.
164,"00:09:47,389","00:09:47,940",speaker_11,How sir?,How sir?
165,"00:09:49,049","00:09:50,129",speaker_8,Vein కి ఎవడైనా cut చేస్తాడు.,Vein ki yevadainaa cut chesthaadu.
166,"00:09:51,100","00:09:51,740",speaker_8,Exactly jugular,Exactly jugular
167,"00:09:51,809","00:09:52,610",speaker_8,vein cut చేసాడు చూడు.,vein cut chesaadu choodu.
168,"00:09:53,470","00:09:56,300",speaker_8,అక్కడ cut చేసి reverse లో blood తీస్తే మిగతా పనంతా gravity చూసుకుంటుంది.,akkada cut chesi reverse lo blood theesthe migathaa pananthaa gravity choosukuntundhi.
169,"00:09:58,379","00:09:59,040","speaker_8, speaker_9",Profiling. Murder,Profiling. Murder
170,"00:09:59,090","00:10:01,490",speaker_9,కూడా effortlessly చేసాడు sir. Lazy fellow.,koodaa effortlessly chesaadu sir. Lazy fellow.
171,"00:10:03,090","00:10:03,440",speaker_8,Judgemental.,Judgemental.
172,"00:10:05,129","00:10:05,980",speaker_10,Torso మీద incisions.,Torso meedha incisions.
173,"00:10:07,309","00:10:08,330",speaker_10,Knife stabs లాగా లేవు.,Knife stabs laagaa levu.
174,"00:10:10,830","00:10:11,180",speaker_8,Forensics.,Forensics.
175,"00:10:12,009","00:10:12,350",speaker_8,Let them.,Let them.
176,"00:10:13,289","00:10:13,710",speaker_8,We will see.,We will see.
177,"00:10:16,710","00:10:18,029",speaker_8,"ఈ bottle caps, tissue papers,","ee bottle caps, tissue papers,"
178,"00:10:18,549","00:10:19,300",speaker_8,cigarette packs లాంటివేవన్నా.,cigarette packs laantivevannaa.
179,"00:10:19,970","00:10:21,309",speaker_11,ఆ cigarette butt దొరికింది sir.,aa cigarette butt dhorikindhi sir.
180,"00:10:28,289","00:10:29,519",speaker_10,అది ఎవరిదైనా అయి ఉండొచ్చు కదా.,adhi yevaridhainaa ayi undochhu kadhaa.
181,"00:10:29,700","00:10:32,120",speaker_10,అయినా murder చేసినోడు ఇక్కడే కూర్చుని cigarette కాలుస్తాడా ఏంటి?,ayinaa murder chesinodu ikkade koorchuni cigarette kaalusthaadaa yenti?
182,"00:10:32,370","00:10:33,800",speaker_8,మరి వాడు చచ్చేదాకా ప్రవచనాల ఇంటికి కూర్చుంటాడా?,mari vaadu chachhedhaakaa pravachanaala intiki koorchuntaadaa?
183,"00:10:34,870","00:10:36,730",speaker_8,Saliva residue ఉంటుంది. DNA analysis కి పంపించండి.,Saliva residue untundhi. DNA analysis ki pampinchandi.
184,"00:10:45,389","00:10:45,730",speaker_8,ఏంటి?,yenti?
185,"00:10:46,899","00:10:47,710",speaker_8,Hero ఏ solve చేసేయాలా?,Hero ye solve cheseyaalaa?
186,"00:10:49,730","00:10:51,240",speaker_8,మీరు చూసే crime సినిమాలకి sequel అనుకున్నారా?,meeru choose crime sinimaalaki sequel anukunnaaraa?
187,"00:10:51,450","00:10:51,649",speaker_8,హేయ్.,hey.
188,"00:10:52,049","00:10:52,399",speaker_11,Sir.,Sir.
189,"00:10:52,809","00:10:53,340",speaker_8,Key see.,Key see.
190,"00:11:17,409","00:11:17,980",speaker_9,నిన్న ఇంటికి,ninna intiki
191,"00:11:18,029","00:11:18,389",speaker_9,రాలేదే.,raaledhe.
192,"00:11:36,399","00:11:37,309",speaker_9,నిన్న అడిగాలి.,ninna adigaali.
193,"00:11:38,190","00:11:38,850",speaker_8,పనుల్లో ఉన్నానేంటి ఇప్పుడు.,panullo unnaanenti ippudu.
194,"00:11:40,750","00:11:42,809",speaker_9,మాట తీరు చూడు. చెత్త నా కొడుకు.,maata theeru choodu. cheththa naa koduku.
195,"00:11:43,269","00:11:43,669",speaker_11,Why sir?,Why sir?
196,"00:11:43,870","00:11:44,220",speaker_9,ఇలా,ilaa
197,"00:11:52,860","00:11:53,629",speaker_9,తయారైపోయారేంటి జనాలు.,thayaaraipoyaarenti janaalu.
198,"00:11:53,690","00:11:54,040",speaker_8,పెంపకం,pempakam
199,"00:11:56,929","00:11:57,500",speaker_8,సరిగ్గా లేకపోతే,sariggaa lekapothe
200,"00:11:58,809","00:11:59,509",speaker_8,అలాగే తయారవుతారు.,alaage thayaaravuthaaru.
201,"00:12:27,779","00:12:29,330",speaker_0,ఈ మధ్యనే anxiety zone out అవడంలాంటి,ee madhyane anxiety zone out avadamlaanti
202,"00:12:29,480","00:12:30,220",speaker_0,symptoms ఏమైనా ఉన్నాయా?,symptoms yemainaa unnaayaa?
203,"00:12:32,139","00:12:32,500",speaker_0,సర్కార్,sarkaar
204,"00:12:33,490","00:12:33,990",speaker_8,ఉమ్ ఉమ్,um um
205,"00:12:34,440","00:12:36,000",speaker_0,Zone out అవడంలాంటి symptoms ఏమైనా ఉన్నాయా?,Zone out avadamlaanti symptoms yemainaa unnaayaa?
206,"00:12:36,340","00:12:36,690",speaker_8,అసలేవు,asalevu
207,"00:12:37,639","00:12:38,990",speaker_0,నేను ఇచ్చిన tablets అసలు వేసుకుంటున్నారా?,nenu ichhina tablets asalu vesukuntunnaaraa?
208,"00:12:39,559","00:12:40,460",speaker_0,BP control లో లేదు.,BP control lo ledhu.
209,"00:12:44,600","00:12:45,379",speaker_8,control లోనే ఉంది.,control lone undhi.
210,"00:12:48,879","00:12:49,670",speaker_8,ఎందుకు ఊరికే దింగ్.,yendhuku oorike dhing.
211,"00:12:51,070","00:12:51,419",speaker_8,దొబ్బకు,dhobbaku
212,"00:12:52,259","00:12:52,779",speaker_8,ఆవిడతోనే ఉన్నా.,aavidathone unnaa.
213,"00:12:53,379","00:12:53,759",speaker_8,మళ్ళీ చేస్తా.,mallee chesthaa.
214,"00:12:55,889","00:12:56,500",speaker_0,మీరు cop,meeru cop
215,"00:12:56,559","00:12:56,820",speaker_0,కదా.,kadhaa.
216,"00:12:57,688","00:12:58,190","speaker_8, speaker_0",యా మీ,yaa mee
217,"00:12:58,240","00:12:58,830",speaker_0,నాన్న చెప్పారు.,naanna cheppaaru.
218,"00:12:59,288","00:13:00,250",speaker_0,Violence part అంతా,Violence part anthaa
219,"00:13:00,460","00:13:01,299",speaker_0,control లోనే ఉంది కదా.,control lone undhi kadhaa.
220,"00:13:10,009","00:13:10,940",speaker_8,యా doctor,yaa doctor
221,"00:13:11,000","00:13:11,350",speaker_8,నా,naa
222,"00:13:12,580","00:13:13,269",speaker_8,left hand అప్పుడప్పుడు,left hand appudappudu
223,"00:13:13,899","00:13:14,250",speaker_8,చిన్న,chinna
224,"00:13:14,740","00:13:15,310",speaker_8,పుల్లు ఉంటుంది.,pullu untundhi.
225,"00:13:15,779","00:13:16,350",speaker_8,ఏమైనా heart related--,yemainaa heart related--
226,"00:13:16,440","00:13:17,330",speaker_0,అదేం problem లేదు.,adhem problem ledhu.
227,"00:13:17,860","00:13:18,210",speaker_0,Anyways,Anyways
228,"00:13:18,639","00:13:21,100",speaker_0,నేను prescription change చేస్తున్నాను. I am shifting you to Aten,nenu prescription change chesthunnaanu. I am shifting you to Aten
229,"00:13:21,159","00:13:21,570",speaker_0,twenty five.,twenty five.
230,"00:13:21,620","00:13:22,500",speaker_8,Aten fifty అయితే బెటర్ మా'am.,Aten fifty ayithe better maa'am.
231,"00:13:24,019","00:13:24,679",speaker_8,Online లో చూశా.,Online lo chooshaa.
232,"00:13:28,899","00:13:31,430",speaker_0,"మీ food habits, sleep cycle ఇవన్నీ మీ wife ని కూడా monitor చేయమని","mee food habits, sleep cycle ivannee mee wife ni koodaa monitor cheyamani"
233,"00:13:31,480","00:13:31,820",speaker_0,చెప్పండి.,cheppandi.
234,"00:13:37,480","00:13:38,480",speaker_8,మీకు చెప్పానా నాకు పెళ్లయిందని.,meeku cheppaanaa naaku pellayindhani.
235,"00:13:44,279","00:13:44,480",speaker_13,Sir.,Sir.
236,"00:13:46,029","00:13:46,530","speaker_8, speaker_13",ఉమ్ ఒక,um oka
237,"00:13:46,580","00:13:47,670",speaker_13,రోజు leave కావాలి sir.,roju leave kaavaali sir.
238,"00:13:49,179","00:13:49,519",speaker_8,ఎందుకు?,yendhuku?
239,"00:13:50,659","00:13:51,990",speaker_13,పాప స్కూల్లో annual day celebrations,papa skoollo annual day celebrations
240,"00:13:52,179","00:13:52,750",speaker_13,ఉన్నాయి sir.,unnaayi sir.
241,"00:13:53,620","00:13:54,490",speaker_13,పాప dance చేస్తుంది.,papa dance chesthundhi.
242,"00:13:55,059","00:13:56,290",speaker_13,రా నాన్న అని పిలిచింది sir.,raa naanna ani pilichindhi sir.
243,"00:13:56,980","00:13:57,330",speaker_8,ఉమ్,um
244,"00:13:59,139","00:13:59,419",speaker_8,ఇవ్వను.,ivvanu.
245,"00:14:01,799","00:14:04,830",speaker_0,Updates on the river bed murder. ఇప్పటిదాకా జరిగిన forensic analysis,Updates on the river bed murder. ippatidhaakaa jarigina forensic analysis
246,"00:14:04,879","00:14:05,299",speaker_0,details.,details.
247,"00:14:05,840","00:14:06,550",speaker_0,Gender male.,Gender male.
248,"00:14:06,940","00:14:07,899",speaker_0,Age thirty nine years old.,Age thirty nine years old.
249,"00:14:08,320","00:14:09,059",speaker_0,Bhimli resident.,Bhimli resident.
250,"00:14:09,559","00:14:12,210",speaker_0,Cause of death blood loss due to jugular vein laceration.,Cause of death blood loss due to jugular vein laceration.
