index,start_time,end_time,speaker,original_telugu,transliteration
127,"00:05:59,310","00:05:59,939",speaker_3,చదివి ninety,chadhivi ninety
128,"00:06:00,000","00:06:01,150",speaker_3,five percent score చేసి,five percent score chesi
129,"00:06:01,420","00:06:02,939",speaker_3,ఈ seat లో కూర్చున్న మీ అందరికీ,ee seat lo koorchunna mee andharikee
130,"00:06:05,408","00:06:06,758",speaker_3,యూజువల్ గా colleges లో,yoojuval gaa colleges lo
131,"00:06:07,567","00:06:08,478",speaker_3,"అబ్బాయిలు అమ్మాయిలు మాట్లాడుకోకూడదు,","abbaayilu ammaayilu maatlaadukokoodadhu,"
132,"00:06:09,317","00:06:09,817",speaker_3,కలవకూడదు అనే,kalavakoodadhu ane
133,"00:06:09,867","00:06:10,458",speaker_3,rules ఉంటాయి.,rules untaayi.
134,"00:06:10,848","00:06:12,117",speaker_3,కానీ మన college లో అలా లేదు.,kaanee mana college lo alaa ledhu.
135,"00:06:12,648","00:06:13,177",speaker_3,మీరు మాట్లాడొచ్చు.,meeru maatlaadochhu.
136,"00:06:13,728","00:06:13,828",speaker_4,ఆ,aa
137,"00:06:14,528","00:06:14,878",speaker_3,కలవచ్చు.,kalavachhu.
138,"00:06:16,848","00:06:17,538",speaker_3,Love కూడా చేసుకోవచ్చు.,Love koodaa chesukovachhu.
139,"00:06:19,848","00:06:20,898",speaker_3,మీరు పెళ్లి కూడా చేసుకోవచ్చు.,meeru pelli koodaa chesukovachhu.
140,"00:06:22,288","00:06:22,557",speaker_4,ఓకే సార్,okay saar
141,"00:06:22,747","00:06:23,487",speaker_3,Because I believe,Because I believe
142,"00:06:24,348","00:06:26,408",speaker_3,college is not just a place to build your career.,college is not just a place to build your career.
143,"00:06:26,908","00:06:28,668",speaker_3,It is also a place to build your friendship,It is also a place to build your friendship
144,"00:06:29,728","00:06:30,558",speaker_3,and healthy relationship.,and healthy relationship.
145,"00:06:33,468","00:06:33,767",speaker_4,మోహన్,mohan
146,"00:06:34,168","00:06:34,518",speaker_4,బాబు.,baabu.
147,"00:06:35,987","00:06:36,867",speaker_3,Coming to the point.,Coming to the point.
148,"00:06:38,208","00:06:39,548",speaker_3,యూజువల్ గా freshers day రోజున,yoojuval gaa freshers day rojuna
149,"00:06:40,447","00:06:42,758",speaker_3,college వదిలి వెళ్లిపోయిన successful students గురించే మాట్లాడుకుంటారు.,college vadhili vellipoyina successful students gurinche maatlaadukuntaaru.
150,"00:06:43,247","00:06:44,567",speaker_3,Because that's an inspiring story.,Because that's an inspiring story.
151,"00:06:45,468","00:06:46,468",speaker_3,But I'm not going to do that.,But I'm not going to do that.
152,"00:06:48,288","00:06:50,858",speaker_3,I'm going to talk about one of the biggest failure,I'm going to talk about one of the biggest failure
153,"00:06:51,067","00:06:52,127",speaker_3,who passed out of this college.,who passed out of this college.
154,"00:06:53,908","00:06:54,307",speaker_3,You know why?,You know why?
155,"00:06:56,108","00:06:56,348",speaker_3,Why?,Why?
156,"00:06:58,687","00:06:59,848",speaker_3,ఎందుకంటే వాడి కథ వింటే,yendhukante vaadi katha vinte
157,"00:07:01,228","00:07:02,767",speaker_3,వాడిలా మీరు ఎందుకు ఉండకూడదు అన్నది,vaadilaa meeru yendhuku undakoodadhu annadhi
158,"00:07:04,228","00:07:04,798",speaker_3,ఒక గుణపాఠంలా,oka gunapaatamlaa
159,"00:07:05,028","00:07:05,468",speaker_3,ఉంటుంది.,untundhi.
160,"00:07:05,668","00:07:06,018",speaker_4,ఊ,oo
161,"00:07:10,028","00:07:11,708",speaker_3,Ninety six percent తో లోపలికి వచ్చి,Ninety six percent tho lopaliki vachhi
162,"00:07:12,968","00:07:14,528",speaker_3,forty eight supplies తో బయటికి వెళ్లిన,forty eight supplies tho bayatiki vellina
163,"00:07:16,007","00:07:17,327",speaker_3,ఆ failure గాడి పేరు.,aa failure gaadi peru.
164,"00:07:19,927","00:07:20,278",speaker_4,డ్రాగన్.,dragon.
165,"00:07:33,208","00:07:33,558",speaker_4,డ్రాగన్.,dragon.
166,"00:07:45,217","00:07:46,358","speaker_4, speaker_3",డ్రాగన్. ఏయ్,dragon. yey
167,"00:07:46,408","00:07:46,758",speaker_3,ఎక్కడికి,yekkadiki
168,"00:07:46,908","00:07:47,258",speaker_3,వెళ్తున్నావే?,velthunnaave?
169,"00:07:47,608","00:07:47,987",speaker_4,ష్,sh
170,"00:07:56,807","00:07:57,367",speaker_4,ఎలా ఉంది?,yelaa undhi?
171,"00:08:01,298","00:08:02,447",speaker_3,అబ్బా! నడుం,abbaa! nadum
172,"00:08:02,497","00:08:02,848",speaker_3,మాదిరి.,maadhiri.
173,"00:08:03,507","00:08:03,668",speaker_4,ఛీ,chee
174,"00:08:04,447","00:08:05,278",speaker_4,tattoo ని అడిగా.,tattoo ni adigaa.
175,"00:08:08,327","00:08:08,427",speaker_3,ఆ,aa
176,"00:08:08,968","00:08:09,708",speaker_3,"బానేంది, బానేంది.","baanendhi, baanendhi."
177,"00:08:10,747","00:08:11,127",speaker_4,ఊ,oo
178,"00:08:11,747","00:08:13,137",speaker_4,నువ్వెప్పుడు నా పేరు tattoo గా వేసుకుంటావ్?,nuvveppudu naa peru tattoo gaa vesukuntaav?
179,"00:08:13,228","00:08:13,578",speaker_3,ఆ,aa
180,"00:08:13,807","00:08:14,658",speaker_3,అబ్బా! వేసుకుంటారు.,abbaa! vesukuntaaru.
181,"00:08:15,528","00:08:15,807",speaker_4,ఎందుకు?,yendhuku?
182,"00:08:16,028","00:08:18,018",speaker_3,రేప్ ఎప్పుడైనా నిన్ను వదిలేసి ఇంకో పిల్ల దగ్గరికి వెళ్తే,rape yeppudainaa ninnu vadhilesi inko pilla dhaggariki velthe
183,"00:08:18,307","00:08:19,078",speaker_3,దీన్నే ఉడికి చెరిపేసుకుంటూ,dheenne udiki cheripesukuntoo
184,"00:08:19,208","00:08:19,558",speaker_3,కూర్చునేది.,koorchunedhi.
185,"00:08:19,867","00:08:20,218",speaker_4,ఏయ్,yey
186,"00:08:20,548","00:08:21,237",speaker_4,ఏయ్ వదిలేస్తావా,yey vadhilesthaavaa
187,"00:08:21,588","00:08:22,598",speaker_4,ఆ నన్ను వదిలేస్తావా,aa nannu vadhilesthaavaa
188,"00:08:22,788","00:08:23,247",speaker_4,నువ్వు ఆ,nuvvu aa
189,"00:08:23,487","00:08:23,617",speaker_3,లే,le
190,"00:08:23,668","00:08:24,018",speaker_4,వదిలేస్తావా,vadhilesthaavaa
191,"00:08:24,528","00:08:24,648",speaker_4,ఆ,aa
192,"00:08:25,267","00:08:25,617",speaker_4,వదిలేసావు,vadhilesaavu
193,"00:08:27,528","00:08:28,348",speaker_4,చావు కొడతా.,chaavu kodathaa.
194,"00:08:28,408","00:08:28,577",speaker_3,ఏయ్,yey
195,"00:08:35,668","00:08:36,408",speaker_4,డ్రాగన్ డ్రాగన్,dragon dragon
196,"00:08:37,227","00:08:37,528",speaker_3,పౌగా,paugaa
197,"00:08:38,617","00:08:39,177",speaker_4,మామా బయట,maamaa bayata
198,"00:08:39,227","00:08:40,618",speaker_4,college కుర్రాళ్ళు మన అమ్మాయిల్ని ఏడిపించారురా.,college kurraallu mana ammaayilni yedipinchaaruraa.
199,"00:08:41,048","00:08:42,878",speaker_4,ఏంటని అడిగిన అభి గార్ని మొనల్ని మాయం చేస్తుంటే,yentani adigina abhi gaarni monalni maayam chesthunte
200,"00:08:43,307","00:08:44,118",speaker_4,వాళ్ళని love చేస్తున్నాడు,vaallani love chesthunnaadu
201,"00:08:44,888","00:08:44,988",speaker_4,రా రా.,raa raa.
202,"00:08:45,607","00:08:45,937",speaker_3,రాఘవన్,raaghavan
203,"00:08:46,668","00:08:47,107",speaker_3,వెళ్ళొద్దు రా,vellodhdhu raa
204,"00:08:47,548","00:08:49,138",speaker_3,already నీ మీద చాలా cases ఉన్నాయి.,already nee meedha chaalaa cases unnaayi.
205,"00:08:49,467","00:08:49,817",speaker_3,ఇంకొకసారి,inkokasaari
206,"00:08:50,008","00:08:50,358",speaker_3,దొరికితే,dhorikithe
207,"00:08:50,727","00:08:51,478",speaker_3,principal ఖచ్చితంగా,principal khachhithangaa
208,"00:08:51,607","00:08:52,528",speaker_3,suspend చేస్తారు. ఆ,suspend chesthaaru. aa
209,"00:08:53,508","00:08:55,937",speaker_3,ఆడిదే ఉంది బోడి గాడు. నీకు తెలుసు కదా,aadidhe undhi bodi gaadu. neeku thelusu kadhaa
210,"00:08:56,327","00:08:56,978",speaker_3,నాకు మనోళ్ళే,naaku manolle
211,"00:08:57,107","00:08:57,527",speaker_3,ముఖ్యం అని.,mukhyam ani.
212,"00:08:59,888","00:09:00,238",speaker_4,ఏయ్,yey
213,"00:09:14,067","00:09:14,858",speaker_4,ఏయ్ ఉరియరా,yey uriyaraa
214,"00:09:23,507","00:09:24,217",speaker_4,ఉరియరా ఏయ్,uriyaraa yey
215,"00:09:24,368","00:09:24,718",speaker_4,కొట్టురా,kotturaa
216,"00:09:26,067","00:09:26,577",speaker_4,ఏయ్ తీరా,yey theeraa
217,"00:09:34,918","00:09:35,168",speaker_4,ఏయ్,yey
218,"00:09:36,298","00:09:36,927",speaker_4,ఎవరా నువ్వు,yevaraa nuvvu
219,"00:09:37,168","00:09:37,518",speaker_4,ఆ,aa
220,"00:09:37,768","00:09:38,577",speaker_4,మా వాడి మీద చేయేస్తున్నావ్,maa vaadi meedha cheyesthunnaav
221,"00:09:39,048","00:09:40,018",speaker_4,కొడితే మొహం పగిలిపోతుంది,kodithe moham pagilipothundhi
222,"00:09:40,187","00:09:40,748",speaker_4,నా కొడకి.,naa kodaki.
223,"00:09:47,327","00:09:48,238",speaker_4,ఏంట్రా ఎందుకు చేస్తున్నావ్?,yentraa yendhuku chesthunnaav?
224,"00:09:49,668","00:09:51,937",speaker_4,డ్రాగన్ ని అలా అలా ఎందుకు చేస్తున్నావ్? నువ్విది ఆపలేదంటే,dragon ni alaa alaa yendhuku chesthunnaav? nuvvidhi aapaledhante
225,"00:09:52,148","00:09:52,947",speaker_4,I will get dismissed.,I will get dismissed.
226,"00:09:55,427","00:09:56,317",speaker_4,సారీ సార్ చూడండి రా.,sorry saar choodandi raa.
227,"00:09:56,567","00:09:57,978",speaker_4,ఏయ్ స్ట్రెయిట్ గా ఉన్నానంటారా,yey straight gaa unnaanantaaraa
228,"00:09:58,467","00:10:00,727",speaker_4,నిన్ను నేను principal దగ్గరికి తీసుకెళ్లి suspend చేయిస్తా.,ninnu nenu principal dhaggariki theesukelli suspend cheyisthaa.
229,"00:10:07,918","00:10:08,528",speaker_4,గురూ fire,guroo fire
230,"00:10:08,587","00:10:10,538",speaker_4,extinction తో ఆటాడుతున్నాడు గురూ. అయితే,extinction tho aataaduthunnaadu guroo. ayithe
231,"00:10:10,727","00:10:11,077",speaker_4,సరిగ్గా,sariggaa
232,"00:10:11,336","00:10:11,888",speaker_4,ఆడుకోవచ్చు కదరా.,aadukovachhu kadharaa.
233,"00:10:12,388","00:10:13,427",speaker_4,లేగు లేగు లేగు.,legu legu legu.
234,"00:10:15,927","00:10:16,457",speaker_4,ఈ తొక్కులాగ,ee thokkulaaga
235,"00:10:16,618","00:10:17,098",speaker_4,ఎందుకు ఆటాడుతున్నావ్,yendhuku aataaduthunnaav
236,"00:10:17,607","00:10:18,278",speaker_4,రా. దొరికిపోయావ్,raa. dhorikipoyaav
237,"00:10:18,447","00:10:18,798",speaker_4,కదా.,kadhaa.
238,"00:10:19,028","00:10:20,248",speaker_4,ఇప్పుడు రా రా చూసుకుందాం.,ippudu raa raa choosukundhaam.
239,"00:10:21,877","00:10:22,668",speaker_3,ఆ ఉంచుకోరా.,aa unchukoraa.
240,"00:10:23,648","00:10:24,358",speaker_4,ఏయ్ పరిగెత్తుకురా.,yey parigeththukuraa.
241,"00:10:25,307","00:10:26,128",speaker_4,జరుగు జరుగు,jarugu jarugu
242,"00:10:26,177","00:10:26,278",speaker_4,జరుగు.,jarugu.
243,"00:10:41,757","00:10:42,528",speaker_3,juice తీసుకో,juice theesuko
244,"00:10:43,268","00:10:43,888",speaker_4,ఏయ్ వాడు അതിന് జాలిగా,yey vaadu അതിന് jaaligaa
245,"00:10:44,158","00:10:44,577",speaker_4,juice తాగుతున్నాడు.,juice thaaguthunnaadu.
246,"00:10:44,628","00:10:46,088",speaker_3,ఏయ్ డ్రాగన్ వాళ్ళు వస్తున్నారు రా.,yey dragon vaallu vasthunnaaru raa.
247,"00:10:47,508","00:10:47,858",speaker_4,ఏయ్,yey
248,"00:10:50,388","00:10:50,738",speaker_4,తీసుకో.,theesuko.
249,"00:11:07,427","00:11:07,748",speaker_4,కాసుండా కాసుండా,kaasundaa kaasundaa
250,"00:11:08,268","00:11:09,238",speaker_4,అమ్మ నన్ను తాల్చేస్తే,amma nannu thaalchesthe
251,"00:11:09,508","00:11:09,858",speaker_4,కాదు.,kaadhu.
252,"00:11:11,408","00:11:11,567",speaker_3,ఏయ్,yey
253,"00:11:12,087","00:11:12,388",speaker_4,అచ్చివే,achhive
254,"00:11:13,168","00:11:13,727",speaker_4,పారిపో పో,paaripo po
255,"00:11:15,888","00:11:16,138",speaker_4,పో పో,po po
256,"00:11:16,187","00:11:16,538",speaker_3,పోరా,poraa
257,"00:11:16,967","00:11:17,307",speaker_3,నీ,nee
258,"00:11:19,117","00:11:19,838",speaker_4,Culturalస్ పుడిచాదు,Culturals pudichaadhu
259,"00:11:19,888","00:11:20,798",speaker_4,వెంట్రా ఈ reflower.,ventraa ee reflower.
260,"00:11:54,048","00:11:56,148",speaker_3,class time లో ఏం చేస్తున్నారు మీరు? అందరూ class కి వెళ్ళండి.,class time lo yem chesthunnaaru meeru? andharoo class ki vellandi.
261,"00:11:57,138","00:11:57,658",speaker_3,హేయ్ నిన్ను,hey ninnu
262,"00:11:57,707","00:11:59,168",speaker_3,suspend చేశాను కదా. వెళ్ళిపో నువ్వు.,suspend cheshaanu kadhaa. vellipo nuvvu.
263,"00:12:00,207","00:12:00,967",speaker_4,అరేయ్ మావో ఉండ్రా.,arey mao undraa.
264,"00:12:01,977","00:12:02,578",speaker_4,సార్ మేము,saar memu
265,"00:12:02,628","00:12:05,298",speaker_4,కూడా గొడవ పడ్డాం కదా సార్. అదేంటి సార్ మాకు warning వాటికి మాత్రమే,koodaa godava paddaam kadhaa saar. adhenti saar maaku warning vaatiki maathrame
