index,start_time,end_time,speaker,original_telugu,transliteration
40,"00:02:40,659","00:02:41,009",speaker_1,కన్నాడు,kannaadu
41,"00:02:42,150","00:02:43,000",speaker_1,రోసవే! మీస,rosave! meesa
42,"00:02:43,180","00:02:44,030",speaker_1,కుత్తి కాయమ్మా!,kuththi kaayammaa!
43,"00:02:45,680","00:02:46,769",speaker_1,అన్న ఆవన్నా!,anna aavannaa!
44,"00:02:48,479","00:02:49,590",speaker_1,అక్క వెచ్చ పేరే,akka vechha pere
45,"00:02:49,900","00:02:50,560",speaker_1,నా! నా!,naa! naa!
46,"00:02:50,620","00:02:50,800",speaker_0,నా!,naa!
47,"00:02:51,699","00:02:52,569",speaker_0,ఇప్పుడు మన మహారాజ,ippudu mana mahaaraaja
48,"00:02:53,439","00:02:54,750",speaker_0,నా అనే అక్షరం తోటి,naa ane aksharam thoti
49,"00:02:54,919","00:02:55,780",speaker_0,పాట పాడతాడు ఇప్పుడు.,paata paadathaadu ippudu.
50,"00:02:56,460","00:02:56,719",speaker_0,పాడ్రా!,paadraa!
51,"00:02:57,699","00:02:57,859",speaker_0,నా!,naa!
52,"00:03:02,439","00:03:02,789",speaker_2,నా!,naa!
53,"00:03:04,539","00:03:04,860",speaker_0,నా!,naa!
54,"00:03:05,530","00:03:05,629",speaker_2,నా!,naa!
55,"00:03:05,560","00:03:05,909",speaker_0,నానే!,naane!
56,"00:03:07,659","00:03:08,020",speaker_1,నా!,naa!
57,"00:03:08,280","00:03:08,580",speaker_2,నా!,naa!
58,"00:03:08,930","00:03:09,280",speaker_0,అదేరా!,adheraa!
59,"00:03:09,699","00:03:09,960",speaker_1,ఆ!,aa!
60,"00:03:10,500","00:03:10,889",speaker_2,నా!,naa!
61,"00:03:10,939","00:03:11,439",speaker_0,ఆ! ఆ!,aa! aa!
62,"00:03:13,879","00:03:14,759",speaker_2,నాకు రేపు సెలవు కావాలి.,naaku repu selavu kaavaali.
63,"00:03:14,919","00:03:15,240",speaker_0,ఏంటది?,yentadhi?
64,"00:03:15,819","00:03:16,620",speaker_2,రేపు సెలవు కావాలి.,repu selavu kaavaali.
65,"00:03:17,039","00:03:17,759",speaker_0,రేపు సెలవు కావాలా?,repu selavu kaavaalaa?
66,"00:03:18,449","00:03:18,549",speaker_2,ఆ!,aa!
67,"00:03:18,449","00:03:20,000",speaker_0,అలాంటి పాట నేను ఇది వరకు వినలేదే!,alaanti paata nenu idhi varaku vinaledhe!
68,"00:03:21,080","00:03:22,460",speaker_0,ఏరా! అలాంటి పాట ఏదైనా ఉందా?,yeraa! alaanti paata yedhainaa undhaa?
69,"00:03:22,539","00:03:25,000",speaker_1,ఎందుకు లేదన్నా? ఈరోజు నాకు సెలవు కావాలి అనే పాట ఉంది.,yendhuku ledhannaa? eeroju naaku selavu kaavaali ane paata undhi.
70,"00:03:25,060","00:03:26,349",speaker_1,ఈరోజు నాకు సెలవు కావాలి.,eeroju naaku selavu kaavaali.
71,"00:03:26,609","00:03:27,039",speaker_1,ఈరోజు నాకు-,eeroju naaku-
72,"00:03:27,099","00:03:27,449",speaker_0,రేయ్!,rey!
73,"00:03:27,780","00:03:28,129",speaker_0,కొట్టానంటే,kottaanante
74,"00:03:28,400","00:03:29,430",speaker_0,ముప్పై రెండు పళ్ళు రాలిపోతాయి.,muppai rendu pallu raalipothaayi.
75,"00:03:30,259","00:03:31,949",speaker_0,మీ owner నని కూడా మర్యాద ఇవ్వకుండా,mee owner nani koodaa maryaadha ivvakundaa
76,"00:03:32,240","00:03:33,829",speaker_0,మీ ఇద్దరూ కలిసి తమాషాలు చేస్తున్నార్రా!,mee idhdharoo kalisi thamaashaalu chesthunnaarraa!
77,"00:03:34,080","00:03:34,879",speaker_2,తమాషా కాదన్నా!,thamaashaa kaadhannaa!
78,"00:03:35,620","00:03:37,909",speaker_2,ఇంట్లో నా భార్య పాపను తీసుకుని బయటికి వెళ్దామని చెప్పింది.,intlo naa bhaarya paapanu theesukuni bayatiki veldhaamani cheppindhi.
79,"00:03:38,340","00:03:38,689",speaker_2,అందుకే.,andhuke.
80,"00:03:38,960","00:03:39,569",speaker_0,అర్థం కాలేదురా!,artham kaaledhuraa!
81,"00:03:40,500","00:03:41,449",speaker_0,నాకేం అర్థం కాలేదు.,naakem artham kaaledhu.
82,"00:03:41,759","00:03:43,669",speaker_0,ఏదో నీకు మాత్రమే పెళ్ళాం పిల్లలున్నట్టు మాట్లాడుతున్నావ్.,yedho neeku maathrame pellaam pillalunnattu maatlaaduthunnaav.
83,"00:03:44,039","00:03:45,689",speaker_0,ఏం మాకు మాత్రం పెళ్ళాం పిల్లలు లేరనుకున్నావా?,yem maaku maathram pellaam pillalu leranukunnaavaa?
84,"00:03:46,379","00:03:47,689",speaker_0,ఊ అంటే పెళ్ళాం పిల్లలని పరిగెడుతున్నావ్.,oo ante pellaam pillalani parigeduthunnaav.
85,"00:03:48,199","00:03:50,750",speaker_0,మీరందరూ వెళ్ళిపోతే shop కి వచ్చే customers కి ఎవరు cutting చేస్తార్రా?,meerandharoo vellipothe shop ki vachhe customers ki yevaru cutting chesthaarraa?
86,"00:03:50,919","00:03:54,199",speaker_1,అవును. పెద్ద customers ఇరవై నాలుగు గంటలు queue లో ఉంటున్నారు.,avunu. pedhdha customers iravai naalugu gantalu queue lo untunnaaru.
87,"00:03:54,319","00:03:55,639",speaker_1,gap లేకుండా మనం cutting చేస్తున్నాం.,gap lekundaa manam cutting chesthunnaam.
88,"00:03:55,719","00:03:57,030",speaker_0,shop కి customers రావాలంటే,shop ki customers raavaalante
89,"00:03:57,400","00:03:58,729",speaker_0,మొహం కొంచెం నవ్వుతూ పెట్టాలిరా.,moham konchem navvuthoo pettaaliraa.
90,"00:03:59,699","00:04:02,849",speaker_0,ఇదిగో ఇలా మాడిపోయిన దోసలాగా మొహం పెట్టుకుని ఉంటే shop కి ఏ కుక్కైనా,idhigo ilaa maadipoyina dhosalaagaa moham pettukuni unte shop ki ye kukkainaa
91,"00:04:02,900","00:04:03,259",speaker_0,వస్తుందిరా?,vasthundhiraa?
92,"00:04:04,030","00:04:05,319",speaker_1,Excuse me!,Excuse me!
93,"00:04:08,360","00:04:08,539",speaker_0,ఆ!,aa!
94,"00:04:09,979","00:04:10,319",speaker_0,ఏమండీ!,yemandee!
95,"00:04:10,780","00:04:11,329",speaker_0,ఏదో మాటవరసకు,yedho maatavarasaku
96,"00:04:11,599","00:04:11,949",speaker_0,అన్నానండి.,annaanandi.
97,"00:04:12,659","00:04:13,860",speaker_0,ఇక్కడ కుక్కలకి cutting చేయం.,ikkada kukkalaki cutting cheyam.
98,"00:04:14,379","00:04:15,069",speaker_1,అయ్యో sir!,ayyo sir!
99,"00:04:15,580","00:04:17,550",speaker_1,దీనికి కాదండి. నాకు. ఆ,dheeniki kaadhandi. naaku. aa
100,"00:04:17,759","00:04:19,490",speaker_1,maxi కి pet parlour చేయిస్తాను.,maxi ki pet parlour cheyisthaanu.
101,"00:04:19,660","00:04:20,010",speaker_0,మీకా?,meekaa?
102,"00:04:20,740","00:04:21,230",speaker_0,ఈ మహారాజా,ee mahaaraajaa
103,"00:04:21,420","00:04:21,959",speaker_0,చేస్తాడు. రండి.,chesthaadu. randi.
104,"00:04:22,980","00:04:23,490",speaker_0,ఏం చూస్తున్నావ్?,yem choosthunnaav?
105,"00:04:23,819","00:04:24,670",speaker_0,సెలవు అడిగావు కదా.,selavu adigaavu kadhaa.
106,"00:04:24,920","00:04:27,220",speaker_0,ఈరోజు వచ్చే customers అందరికీ నువ్వే cutting చేస్తున్నావ్.,eeroju vachhe customers andharikee nuvve cutting chesthunnaav.
107,"00:04:27,699","00:04:28,660",speaker_0,మీరు రండి sir కూర్చోండి.,meeru randi sir koorchondi.
108,"00:04:29,360","00:04:29,600",speaker_0,రండి.,randi.
109,"00:05:13,040","00:05:14,579",speaker_0,ఏంటి మీ ఆవిడ నచ్చలేదని చెప్పిందా?,yenti mee aavida nachhaledhani cheppindhaa?
110,"00:05:15,139","00:05:16,360",speaker_0,వెళ్ళి వేరే బొమ్మ చూడు పో.,velli vere bomma choodu po.
111,"00:05:45,879","00:05:46,620",speaker_2,ఇది ఓకే అన్నా.,idhi okay annaa.
112,"00:05:46,680","00:05:47,060",speaker_0,ఇదా?,ida?
113,"00:05:51,439","00:05:51,790",speaker_2,ఉమ్!,um!
114,"00:05:55,680","00:05:56,680",speaker_2,ఇది కూడా కలిపి బిల్ వేయండి.,idhi koodaa kalipi bill veyandi.
115,"00:05:56,740","00:05:57,310",speaker_0,ఇదిగో బాబు!,idhigo baabu!
116,"00:05:57,839","00:05:59,870",speaker_0,మీ ఆవిడకి ఇది కూడా చూపించు. తర్వాత నచ్చలేదంటుందేమో.,mee aavidaki idhi koodaa choopinchu. tharvaatha nachhaledhantundhemo.
117,"00:06:08,204","00:06:09,274",speaker_3,ఇది తనకు బాగా నచ్చుతుంది.,idhi thanaku baagaa nachhuthundhi.
118,"00:07:12,062","00:07:12,814",speaker_4,నా పేరు జ్యోతి.,naa peru jyothi.
119,"00:07:13,644","00:07:14,634",speaker_4,నేను tenth చదువుతున్నా.,nenu tenth chadhuvuthunnaa.
120,"00:07:16,384","00:07:17,114",speaker_4,నిజం చెప్పాలంటే,nijam cheppaalante
121,"00:07:17,564","00:07:18,653",speaker_4,నేను చదువులో కొంచెం average.,nenu chadhuvulo konchem average.
122,"00:07:20,024","00:07:21,713",speaker_4,నాకు sports మీద చాలా interest.,naaku sports meedha chaalaa interest.
123,"00:07:25,803","00:07:27,903",speaker_4,నేను class లో కంటే ground లోనే ఎక్కువ ఉంటాను.,nenu class lo kante ground lone yekkuva untaanu.
124,"00:07:29,324","00:07:31,204",speaker_4,అందువల్లే నేనంటే ఏ teacher కి ఇష్టం ఉండదు.,andhuvalle nenante ye teacher ki ishtam undadhu.
125,"00:07:31,363","00:07:31,713",speaker_3,Waste.,Waste.
126,"00:07:33,144","00:07:33,903",speaker_4,ఒక్కరికి తప్ప.,okkariki thappa.
127,"00:07:35,744","00:07:37,163",speaker_4,"ఆసిఫా, మా PT miss.","aasiphaa, maa PT miss."
128,"00:07:37,603","00:07:38,753",speaker_5,ఓ sorry రావుచ్చా-,o sorry raavuchhaa-
129,"00:07:38,803","00:07:41,283",speaker_4,No madam PT period ఏ కదా ఈ portion complete చేస్తాను.,No madam PT period ye kadhaa ee portion complete chesthaanu.
130,"00:07:41,343","00:07:42,163",speaker_4,ఈ ఒక్కరోజు తీసుకుంటా.,ee okkaroju theesukuntaa.
131,"00:07:42,223","00:07:43,054",speaker_5,అదేంటి అలా అడుగుతున్నారు,adhenti alaa aduguthunnaaru
132,"00:07:43,343","00:07:44,244",speaker_5,PT period ఏ కదా అని.,PT period ye kadhaa ani.
133,"00:07:45,564","00:07:47,363",speaker_5,Sound body sound soul ఎప్పుడూ వినలేదా?,Sound body sound soul yeppudoo vinaledhaa?
134,"00:07:48,403","00:07:49,663",speaker_4,ఆమె చాలా straight forward.,aame chaalaa straight forward.
135,"00:07:50,324","00:07:51,324",speaker_4,Friendly గా కూడా ఉంటారు.,Friendly gaa koodaa untaaru.
136,"00:07:51,894","00:07:52,584",speaker_4,నేనంటే ఆవిడకి,nenante aavidaki
137,"00:07:52,644","00:07:53,354",speaker_4,కొంచెం special.,konchem special.
138,"00:07:55,363","00:07:58,034",speaker_4,Sports మాత్రమే కాకుండా మిగిలిన subjects లో కూడా help చేస్తారు.,Sports maathrame kaakundaa migilina subjects lo koodaa help chesthaaru.
139,"00:08:06,463","00:08:08,414",speaker_4,ఇప్పుడు నాకు hundred meters zonal competition,ippudu naaku hundred meters zonal competition
140,"00:08:08,584","00:08:09,414",speaker_4,కి coaching ఇస్తున్నారు.,ki coaching isthunnaaru.
141,"00:08:14,144","00:08:15,213",speaker_4,మా ఇల్లు ఎక్కడ ఉందంటే,maa illu yekkada undhante
142,"00:08:17,233","00:08:17,884",speaker_4,ఇదిగో ఇక్కడ,idhigo ikkada
143,"00:08:17,963","00:08:18,242",speaker_4,ఉంది.,undhi.
144,"00:08:22,004","00:08:23,434",speaker_4,ఈయన మా నాన్న మహారాజ.,eeyana maa naanna mahaaraaja.
145,"00:08:25,483","00:08:26,603",speaker_4,మా ఇంట్లో మొత్తం ముగ్గురు.,maa intlo moththam mugguru.
146,"00:08:27,744","00:08:28,014",speaker_4,"నేను,","nenu,"
147,"00:08:28,543","00:08:28,983",speaker_4,మా నాన్న,maa naanna
148,"00:08:29,444","00:08:30,084",speaker_4,అలాగే లక్ష్మి.,alaage laksha్mi.
149,"00:08:30,564","00:08:31,423",speaker_5,లక్ష్మి అంటే ఎవరు?,laksha్mi ante yevaru?
150,"00:08:31,863","00:08:32,394",speaker_5,మీ అమ్మనా?,mee ammanaa?
151,"00:08:32,703","00:08:33,653",speaker_4,మా అమ్మ నా చిన్నప్పుడే,maa amma naa chinnappude
152,"00:08:33,803","00:08:34,153",speaker_4,చనిపోయారు.,chanipoyaaru.
153,"00:08:34,744","00:08:35,094",speaker_3,ఓ,o
154,"00:08:36,943","00:08:37,423",speaker_3,sorry sorry,sorry sorry
155,"00:08:37,864","00:08:38,943",speaker_3,ఇంతకీ లక్ష్మి ఎవరు?,inthakee laksha్mi yevaru?
156,"00:08:44,713","00:08:45,194",speaker_6,ఏంటి ఆ,yenti aa
157,"00:08:45,244","00:08:46,413",speaker_6,చెత్త బుట్ట పేరు లక్ష్మీనా?,cheththa butta peru laksha్meenaa?
158,"00:08:46,884","00:08:48,604",speaker_5,నీ నాన్న ఆ చెత్త బుట్టకు కూడా పేరు పెట్టాడా?,nee naanna aa cheththa buttaku koodaa peru pettaadaa?
159,"00:08:48,984","00:08:51,014",speaker_4,నా చిన్నప్పుడు ఇల్లు పడిపోయి నా మీద పడింది.,naa chinnappudu illu padipoyi naa meedha padindhi.
160,"00:08:51,504","00:08:52,074",speaker_4,అప్పుడు లక్ష్మీనే,appudu laksha్meene
161,"00:08:52,264","00:08:53,734",speaker_4,నా మీద పడి నా ప్రాణం కాపాడింది.,naa meedha padi naa praanam kaapaadindhi.
162,"00:08:54,244","00:08:56,063",speaker_4,ఆ రోజు నుంచి లక్ష్మి మా ఇంట్లో ఒక మనిషి.,aa roju nunchi laksha్mi maa intlo oka manishi.
163,"00:08:57,724","00:08:59,413",speaker_4,"నేను, మా నాన్న ప్రతి శుక్రవారం","nenu, maa naanna prathi shukravaaram"
164,"00:08:59,604","00:09:02,094",speaker_4,లక్ష్మికి స్నానం చేయించి బొట్టు పెట్టి పూజ కూడా చేస్తాం.,laksha్miki snaanam cheyinchi bottu petti pooja koodaa chesthaam.
165,"00:09:09,803","00:09:10,803",speaker_3,అమ్మా time అయింది త్వరగా.,ammaa time ayindhi thvaragaa.
166,"00:09:11,124","00:09:12,663",speaker_4,అప్పుడు నువ్వు త్వరగా నిద్ర లేపి ఉండాలి.,appudu nuvvu thvaragaa nidhra lepi undaali.
167,"00:09:13,233","00:09:13,724",speaker_3,లేపినప్పుడు ఐదు,lepinappudu aidhu
168,"00:09:13,783","00:09:14,754",speaker_3,నిమిషాలు ఐదు నిమిషాలు అనడం,nimishaalu aidhu nimishaalu anadam
169,"00:09:15,063","00:09:16,334",speaker_3,తర్వాత late అయితే నన్ను తిట్టడం.,tharvaatha late ayithe nannu thittadam.
170,"00:09:18,703","00:09:19,423",speaker_4,Lunch box ఏంటి?,Lunch box yenti?
171,"00:09:20,043","00:09:20,984",speaker_3,Lemon rice ఇంకా గుడ్డు.,Lemon rice inkaa guddu.
172,"00:09:21,683","00:09:22,683",speaker_4,ఈరోజు కూడా అదేనా?,eeroju koodaa adhenaa?
173,"00:09:58,484","00:09:59,403",speaker_4,ఈయన Gopal తాత.,eeyana Gopal thaatha.
174,"00:10:00,374","00:10:01,063",speaker_6,రేయ్! నీకు,rey! neeku
175,"00:10:01,124","00:10:01,474",speaker_6,మహారాజ,mahaaraaja
176,"00:10:01,693","00:10:03,004",speaker_6,అని ఎవర్రా పేరు పెట్టింది?,ani yevarraa peru pettindhi?
177,"00:10:04,413","00:10:04,954",speaker_6,మూగరాజ అని,moogaraaja ani
178,"00:10:05,004","00:10:05,354",speaker_6,పెట్టుండాల్సిందిరా.,pettundaalsindhiraa.
179,"00:10:06,543","00:10:08,474",speaker_6,మనిషి అన్న తర్వాత కొంచెం నవ్వుతూ,manishi anna tharvaatha konchem navvuthoo
180,"00:10:08,592","00:10:08,942",speaker_6,ఉండాలిరా.,undaaliraa.
181,"00:10:10,344","00:10:11,033",speaker_6,అలా కాకుండా,alaa kaakundaa
182,"00:10:11,323","00:10:13,874",speaker_6,మూ అని పెట్టుకుని ఉంటే shop కి ఏ కుక్క వస్తుందిరా,moo ani pettukuni unte shop ki ye kukka vasthundhiraa
183,"00:10:14,244","00:10:14,344",speaker_6,ఆ?,aa?
184,"00:10:17,024","00:10:17,374",speaker_6,ఆహ్,aah
185,"00:10:18,724","00:10:20,274",speaker_6,సార్ లాగా మంచి మనసున్న,saar laagaa manchi manasunna
186,"00:10:20,403","00:10:21,394",speaker_6,వాళ్ళు మాత్రమే వస్తారు.,vaallu maathrame vasthaaru.
187,"00:10:21,864","00:10:22,923",speaker_6,ఆహ్ మీరు తిరగండి సార్.,aah meeru thiragandi saar.
188,"00:10:25,153","00:10:26,024",speaker_6,నాకెందుకు ఇస్తున్నారు,naakendhuku isthunnaaru
189,"00:10:26,163","00:10:27,104",speaker_6,owner గారికి ఇవ్వండి.,owner gaariki ivvandi.
190,"00:10:27,823","00:10:30,514",speaker_6,ఈ డబ్బా shop కి ఆయన owner నేను labour.,ee dabbaa shop ki aayana owner nenu labour.
191,"00:10:32,323","00:10:34,293",speaker_4,ఈయన దగ్గరే మా నాన్న owner తో పని చేస్తున్నారు.,eeyana dhaggare maa naanna owner tho pani chesthunnaaru.
192,"00:10:35,484","00:10:36,413",speaker_4,ఈయనే doctor uncle.,eeyane doctor uncle.
193,"00:10:37,043","00:10:37,864",speaker_4,మా నాన్నకి friend.,maa naannaki friend.
194,"00:10:38,583","00:10:39,774",speaker_6,నువ్వెందుకు ఇంత దూరం వస్తున్నావ్?,nuvvendhuku intha dhooram vasthunnaav?
195,"00:10:40,144","00:10:41,553",speaker_6,నేనే నీ shop కి వచ్చేవాడిని కదా!,nene nee shop ki vachhevaadini kadhaa!
196,"00:10:41,703","00:10:43,344",speaker_6,నాకు కూడా కొంచెం walking చేసినట్టు ఉండేది.,naaku koodaa konchem walking chesinattu undedhi.
197,"00:10:44,384","00:10:45,214",speaker_6,నీతోనే మాట్లాడుతున్నాను.,neethone maatlaaduthunnaanu.
198,"00:10:50,943","00:10:53,884",speaker_4,నేనూ మా నాన్న నెలలో ఒకరోజు సెలవు పెట్టి ఊరు తిరగడానికి వెళ్తాం.,nenoo maa naanna nelalo okaroju selavu petti ooru thiragadaaniki velthaam.
199,"00:10:54,224","00:10:54,574",speaker_4,ఇంకెక్కడికో,inkekkadiko
200,"00:10:54,823","00:10:56,943",speaker_4,కాదు రంగనాథ street కి Merina beach కి.,kaadhu ranganaatha street ki Merina beach ki.
201,"00:11:01,183","00:11:03,294",speaker_4,ఉప్పులో నుంచి spoon తీసి చక్కెరలో పెడుతున్నావ్ చక్కెరలో నుంచి,uppulo nunchi spoon thc chakkeralo peduthunnaav chakkeralo nunchi
202,"00:11:03,344","00:11:04,574",speaker_4,spoon తీసి కారం పొడిలో పెడుతున్నావ్.,spoon thc kaaram podilo peduthunnaav.
203,"00:11:04,803","00:11:07,844",speaker_4,collar బాగా రుద్దాలని లక్షల సార్లు చెప్పాను నీకు మరకం పోకుండా,collar baagaa rudhdhaalani lakshala saarlu cheppaanu neeku marakam pokundaa
204,"00:11:07,903","00:11:08,714",speaker_4,అలానే ఉంది చూడు.,alaane undhi choodu.
205,"00:11:08,903","00:11:11,943",speaker_4,shop నుంచి వస్తే స్నానం చేసి kitchen లోకి వెళ్ళమని చెప్పాను లేదా?,shop nunchi vasthe snaanam chesi kitchen loki vellamani cheppaanu ledhaa?
206,"00:11:12,384","00:11:12,994",speaker_4,ఇక్కడ చూడు,ikkada choodu
207,"00:11:13,163","00:11:14,203",speaker_4,ఎన్ని వెంట్రుకలు ఉన్నాయో!,yenni ventrukalu unnaayo!
208,"00:11:18,703","00:11:21,234",speaker_4,"మా నాన్నకి shop వదిలితే ఇల్లు, ఇల్లు వదిలితే shop.","maa naannaki shop vadhilithe illu, illu vadhilithe shop."
209,"00:11:21,403","00:11:22,114",speaker_4,ఇంకేం తెలియదు.,inkem theliyadhu.
210,"00:11:30,583","00:11:32,314",speaker_4,మా నాన్న నన్ను ఏ విషయంలోనూ వదిలిపెట్టరు.,maa naanna nannu ye vishayamlonoo vadhilipettaru.
211,"00:11:33,403","00:11:34,114",speaker_4,అలానే ఒకరోజు..,alaane okaroju..
212,"00:11:35,323","00:11:35,563",speaker_3,ఇదిగో!,idhigo!
213,"00:11:36,024","00:11:39,104",speaker_3,"నీ కూతురు TC, sports certificates అన్నీ తీసుకుని బయల్దేరు.","nee koothuru TC, sports certificates annee theesukuni bayaldheru."
214,"00:11:39,563","00:11:39,764",speaker_6,"Sir,","Sir,"
215,"00:11:41,024","00:11:41,594",speaker_6,నన్ను మాట్లాడనివ్వండి,nannu maatlaadanivvandi
216,"00:11:41,764","00:11:41,913",speaker_6,sir.,sir.
217,"00:11:42,264","00:11:42,924",speaker_3,ఏంటయ్యా sir?,yentayyaa sir?
218,"00:11:42,974","00:11:43,074",speaker_6,Sir-,Sir-
219,"00:11:43,464","00:11:46,354",speaker_3,ఏంటి sir? Chief guest కి ఇచ్చే welcome drink లో నీ కూతురు మద్యం,yenti sir? Chief guest ki ichhe welcome drink lo nee koothuru madhyam
220,"00:11:46,403","00:11:46,754",speaker_3,కలిపించింది.,kalipinchindhi.
221,"00:11:47,144","00:11:49,744",speaker_3,అది కూడా collector కి. top ten లో పెట్టుకున్నాను అయ్యా నా school,adhi koodaa collector ki. top ten lo pettukunnaanu ayyaa naa school
222,"00:11:49,803","00:11:50,923",speaker_3,ని top ten లో.,ni top ten lo.
223,"00:11:51,583","00:11:52,384",speaker_3,అంతా పోయింది.,anthaa poyindhi.
224,"00:11:52,783","00:11:53,923",speaker_6,నా కూతురు తప్పు చేయ్య Sir.,naa koothuru thappu cheyya Sir.
225,"00:11:54,264","00:11:55,394",speaker_3,ఏంటి? తప్పు చేయలేదంటున్నావా?,yenti? thappu cheyaledhantunnaavaa?
226,"00:11:56,203","00:11:57,913",speaker_3,నీ కూతురు bag లోనే మద్యం bottle దొరికిందయ్యా.,nee koothuru bag lone madhyam bottle dhorikindhayyaa.
227,"00:11:58,423","00:12:00,714",speaker_3,చూసిన వాళ్ళందరూ అబద్ధం చెప్తారా లేక నేను అబద్ధం చెప్తున్నానా?,choosina vaallandharoo abadhdham chepthaaraa leka nenu abadhdham chepthunnaanaa?
228,"00:12:01,043","00:12:01,854",speaker_6,అదంతా నాకు అనవసరం.,adhanthaa naaku anavasaram.
229,"00:12:02,323","00:12:03,673",speaker_6,నా కూతురు మాత్రం తప్పు చేయ్య Sir.,naa koothuru maathram thappu cheyya Sir.
230,"00:12:03,764","00:12:05,094",speaker_3,ఎందుకు చేసి ఉండదయ్యా నీ కూతురు?,yendhuku chesi undadhayyaa nee koothuru?
231,"00:12:05,464","00:12:08,234",speaker_3,మర్యాదగా నీ కూతుర్ని తీసుకుని బయల్దేరు. లేదంటే ఒకే ఒక్క phone,maryaadhagaa nee koothurni theesukuni bayaldheru. ledhante oke okka phone
232,"00:12:08,283","00:12:10,194",speaker_3,"call, నిన్ను jail కి పంపిస్తాను. చూస్తావా","call, ninnu jail ki pampisthaanu. choosthaavaa"
233,"00:12:10,543","00:12:10,964",speaker_3,చూస్తావా?,choosthaavaa?
234,"00:12:11,964","00:12:12,423",speaker_3,ఇప్పుడు చూడు.,ippudu choodu.
235,"00:12:14,183","00:12:14,624",speaker_5,Sir,Sir
236,"00:12:20,663","00:12:21,173",speaker_3,ఇప్పుడేంటి ఈ,ippudenti ee
237,"00:12:21,234","00:12:23,024",speaker_3,అమ్మాయి చేయలేదు ఈ అబ్బాయి చేశాడని చెప్తారు,ammaayi cheyaledhu ee abbaayi cheshaadani chepthaaru
238,"00:12:23,224","00:12:23,724",speaker_3,అంతే కదా,anthe kadhaa
239,"00:12:24,313","00:12:24,923",speaker_4,ఇలాంటి విషయాల్లో,ilaanti vishayaallo
