index,start_time,end_time,speaker,original_telugu,transliteration
23,"00:03:54,060","00:03:54,629",speaker_2,అరే ఇదోటిని,are idhotini
24,"00:03:54,819","00:03:55,259",speaker_2,కదా,kadhaa
25,"00:03:55,360","00:03:56,129",speaker_0,చోటు భాయ్,chotu bhaay
26,"00:03:56,419","00:03:56,769",speaker_2,కుకో,kuko
27,"00:03:57,439","00:03:58,159",speaker_2,కుకో కడ కుకో,kuko kada kuko
28,"00:04:01,400","00:04:02,039",speaker_2,ఇప్పుడు చెప్పురా,ippudu cheppuraa
29,"00:04:02,979","00:04:03,599",speaker_2,ఏంది నీ బాధ,yendhi nee baadha
30,"00:04:05,780","00:04:09,659",speaker_0,భాయ్ నేను బార్ కాసుల్టెంట్ అని తెలిసి అది కూడా నేను మనిషినని తెలిసి,bhaay nenu bar kaasultent ani thelisi adhi koodaa nenu manishinani thelisi
31,"00:04:09,840","00:04:11,590",speaker_0,నన్ను గిప్ప గిప్ప కొట్టేరు,nannu gippa gippa kotteru
32,"00:04:11,939","00:04:12,189",speaker_0,ఇగో ఇగో,ego ego
33,"00:04:12,400","00:04:13,229",speaker_2,అరే కుక్కోరా,are kukkoraa
34,"00:04:13,580","00:04:13,930",speaker_2,కుండేలిప్పు,kundelippu
35,"00:04:14,189","00:04:14,689",speaker_2,ఉక్కె చూపిస్తున్నావ్,ukke choopisthunnaav
36,"00:04:14,879","00:04:17,269",speaker_2,ఫాల్తుగా ఆడేం బీకా లేక ఈ కొట్టి విత్తును,phaalthugaa aadem beekaa leka ee kotti viththunu
37,"00:04:19,220","00:04:20,449",speaker_0,నిన్నెవరు కొట్టేరు నాయనా,ninnevaru kotteru naayanaa
38,"00:04:20,899","00:04:21,769",speaker_0,నువ్వేలో పోల్తే గాని,nuvvelo polthe gaani
39,"00:04:21,819","00:04:21,920",speaker_2,ఏయ్,yey
40,"00:04:23,139","00:04:24,910",speaker_2,ఇక పలకనము దాసు గాడు వాడి దోస్తులందరూ,ika palakanamu dhaasu gaadu vaadi dhosthulandharoo
41,"00:04:25,120","00:04:25,470",speaker_2,కలిసి,kalisi
42,"00:04:26,019","00:04:26,370",speaker_2,మస్తు,masthu
43,"00:04:26,540","00:04:26,968",speaker_2,కొట్టేరు,kotteru
44,"00:04:27,620","00:04:28,370",speaker_2,మస్తు కొట్టేరు,masthu kotteru
45,"00:04:29,029","00:04:29,300",speaker_0,ఏందిరా,yendhiraa
46,"00:04:29,779","00:04:30,039",speaker_0,ఇట్ట లేడుతున్నావ్ ఏందిరా,itta leduthunnaav yendhiraa
47,"00:04:30,089","00:04:30,189",speaker_2,ఏయ్,yey
48,"00:04:30,160","00:04:30,720",speaker_0,కొట్టేవాడిలాగా లేవు,kottevaadilaagaa levu
49,"00:04:30,920","00:04:31,800",speaker_2,కుకో భాయ్ కుకో,kuko bhaay kuko
50,"00:04:31,920","00:04:32,270",speaker_0,ఫాల్తుగాడు,phaalthugaadu
51,"00:04:32,569","00:04:32,870",speaker_0,ఈడు,eedu
52,"00:04:32,920","00:04:33,270",speaker_2,ఏయ్,yey
53,"00:04:33,519","00:04:34,660",speaker_2,ఊకో భాయ్ మన నీకో,ooko bhaay mana neeko
54,"00:04:35,089","00:04:36,839",speaker_2,చిన్న matter చెప్పాల్నే రేయ్,chinna matter cheppaalne rey
55,"00:04:36,899","00:04:37,269",speaker_0,ఉమ్,um
56,"00:04:37,319","00:04:38,600",speaker_2,నేను సెట్ చేస్తా గాని నువ్వు కిందికి పోరా భాయ్,nenu set chesthaa gaani nuvvu kindhiki poraa bhaay
57,"00:04:38,879","00:04:39,110",speaker_0,ఉమ్,um
58,"00:04:39,160","00:04:40,110",speaker_2,అయిదు నిమిషాలు కిందికి పో,ayidhu nimishaalu kindhiki po
59,"00:04:40,500","00:04:40,980",speaker_2,మళ్ళా పిలుస్తా,mallaa pilusthaa
60,"00:04:41,620","00:04:41,779",speaker_2,పో,po
61,"00:04:42,480","00:04:42,720",speaker_2,అన్న,anna
62,"00:04:43,240","00:04:44,129",speaker_2,ఈడికి మనం help చేసినామనుకో,eediki manam help chesinaamanuko
63,"00:04:44,800","00:04:46,610",speaker_2,వీడు సాయంత్రం మనకు యాభై వేలు చందా రాస్తాడన్నా,veedu saayanthram manaku yaabhai velu chandhaa raasthaadannaa
64,"00:04:47,019","00:04:47,720",speaker_2,పలారం బండి తీయొచ్చు,palaaram bandi theeyochhu
65,"00:04:47,779","00:04:47,930",speaker_0,ఉమ్,um
66,"00:04:48,480","00:04:48,839",speaker_2,అవున్నా,avunnaa
67,"00:04:49,360","00:04:49,500",speaker_0,ఆ,aa
68,"00:04:49,579","00:04:49,930",speaker_2,ఇప్పటికే,ippatike
69,"00:04:50,560","00:04:51,090",speaker_2,గా పలకనామా,gaa palakanaamaa
70,"00:04:51,279","00:04:52,420",speaker_2,వాళ్ళు బోయిన పల్లి వాళ్ళు,vaallu boyina palli vaallu
71,"00:04:52,800","00:04:54,610",speaker_2,మన బార్ కాసోళ్ళ ఇజ్జత్ కూడా ఇస్తున్నారు,mana bar kaasolla ijjath koodaa isthunnaaru
72,"00:04:55,120","00:04:55,470",speaker_0,తీద్దాం,theedhdhaam
73,"00:04:55,699","00:04:58,490",speaker_0,రా భాయ్ మళ్ళా హళక్కు మాస నుంచి మనం బండి పోవాలా లేదా,raa bhaay mallaa halakku mas nunchi manam bandi povaalaa ledhaa
74,"00:04:58,819","00:04:59,139",speaker_0,బస్సు,bassu
75,"00:04:59,800","00:05:01,020",speaker_0,దాసు గాడితోనే మనకు అవసరమా,dhaasu gaadithone manaku avasaramaa
76,"00:05:01,949","00:05:02,769",speaker_2,మరి ఎట్లా అన్న,mari yetlaa anna
77,"00:05:02,819","00:05:03,370",speaker_0,వాడు ఫాల్తుగాడు,vaadu phaalthugaadu
78,"00:05:03,600","00:05:03,950",speaker_0,వాడు,vaadu
79,"00:05:06,660","00:05:07,220",speaker_2,మరి ఏం చేద్దాం,mari yem chedhdhaam
80,"00:05:07,639","00:05:07,939",speaker_0,ఆగు,aagu
81,"00:05:12,079","00:05:13,500",speaker_0,బోయిన పల్లి సంపాట్ గాడికి phone చేద్దాం,boyina palli sampaat gaadiki phone chedhdhaam
82,"00:05:16,279","00:05:16,629",speaker_2,ఇది,idhi
83,"00:05:18,540","00:05:18,890",speaker_0,తొండే,thonde
84,"00:05:23,019","00:05:23,740",speaker_0,కిరాక్ ఉన్నది,kiraak unnadhi
85,"00:05:23,860","00:05:24,420",speaker_2,కిరాక్ ఉందా,kiraak undhaa
86,"00:05:24,639","00:05:24,740",speaker_0,ఆ,aa
87,"00:05:24,660","00:05:26,050",speaker_2,కొడుకు వాళ్ళే కాచినం తిను,koduku vaalle kaachinam thinu
88,"00:05:35,259","00:05:36,480",speaker_2,ఏంది ఇది జబర్దస్త్ ఉన్నది,yendhi idhi jabardhastha్ unnadhi
89,"00:05:37,399","00:05:37,970",speaker_2,ఉడుం కూరనా,udum kooranaa
90,"00:05:38,279","00:05:38,600",speaker_0,కాదు,kaadhu
91,"00:05:41,040","00:05:41,689",speaker_2,జింక మాంసమా,jinka maamsamaa
92,"00:05:41,920","00:05:42,560",speaker_0,ఏ కాదు,ye kaadhu
93,"00:05:44,060","00:05:45,500",speaker_2,ఏదైతే ఉన్నది మస్తు ఉన్నది,yedhaithe unnadhi masthu unnadhi
94,"00:05:46,300","00:05:47,060",speaker_0,కొండ చిలుక,konda chiluka
95,"00:05:49,279","00:05:49,629",speaker_0,బావుందా,baavundhaa
96,"00:05:50,759","00:05:51,410",speaker_2,అరే ఏమన్నావ్,are yemannaav
97,"00:05:51,550","00:05:52,370",speaker_2,అన్న విడిచిపెడితే,anna vidichipedithe
98,"00:05:52,560","00:05:53,920",speaker_2,పులింగ్ కూడా తినేటట్టు ఉన్నావ్ కదా అన్న,puling koodaa thinetattu unnaav kadhaa anna
99,"00:05:54,740","00:05:56,420",speaker_2,అయినా గాని కొండ చిలుక ఏటకెళ్ళ దొరికింది నీకు,ayinaa gaani konda chiluka yetakella dhorikindhi neeku
100,"00:05:56,980","00:05:57,709",speaker_2,ఏటకైనా పోయినావా,yetakainaa poyinaavaa
101,"00:05:58,279","00:05:59,550",speaker_0,అన్న ఏటకు పోవాలా ఏంది,anna yetaku povaalaa yendhi
102,"00:05:59,800","00:06:02,210",speaker_0,మొన్న brilliant school exhibition లో కొండ చిలుక చూపించుకుంది,monna brilliant school exhibition lo konda chiluka choopinchukundhi
103,"00:06:02,779","00:06:03,670",speaker_0,అన్న చేతికి చిక్కింది,anna chethiki chikkindhi
104,"00:06:04,000","00:06:04,550",speaker_0,నాట తిప్పిండు,naata thippindu
105,"00:06:04,819","00:06:05,170",speaker_0,ఖతం,khatham
106,"00:06:06,007","00:06:06,568",speaker_3,మీ కాతాలని,mee kaathaalani
107,"00:06:06,827","00:06:08,418",speaker_3,అలాగే ఉంటాయి కదా నా మరి,alaage untaayi kadhaa naa mari
108,"00:06:08,708","00:06:10,038",speaker_3,మన కాతలు ఇట్లానే ఉంటాయే.,mana kaathalu itlaane untaaye.
109,"00:06:13,387","00:06:14,258",speaker_4,ఆ దాస్ గాని మనుషులు,aa das gaani manushulu
110,"00:06:14,408","00:06:15,308",speaker_4,బార్ల కుక్కోని దాక్కుతుర్రాళ్లు,baarla kukkoni dhaakkuthurraallu
111,"00:06:16,608","00:06:17,438",speaker_4,ఆ గుండుగాడికి చూపిస్తాడాడు,aa gundugaadiki choopisthaadaadu
112,"00:06:18,007","00:06:18,538",speaker_3,ఆ చూపిస్తా,aa choopisthaa
113,"00:06:18,927","00:06:19,278",speaker_4,సరేనా,sarenaa
114,"00:06:19,507","00:06:19,858",speaker_4,పోయి,poyi
115,"00:06:20,348","00:06:20,698",speaker_4,కొట్టేసేయరా,kotteseyaraa
116,"00:06:20,887","00:06:21,168",speaker_4,అంకి,anki
117,"00:06:22,177","00:06:22,757",speaker_4,ఏమన్నా తేడా,yemannaa thedaa
118,"00:06:22,807","00:06:23,427",speaker_4,వచ్చింది అనుకో,vachhindhi anuko
119,"00:06:24,247","00:06:24,737",speaker_4,నా మనుషులున్నారు,naa manushulunnaaru
120,"00:06:25,387","00:06:27,098",speaker_4,పక్క టేబుల్ మీద వాళ్ళు వచ్చి కొట్టేస్తారు.,pakka table meedha vaallu vachhi kottesthaaru.
121,"00:06:27,767","00:06:29,237",speaker_4,దిల్ లై నాంకా కలు జాం హ్యాపీ,daniels lai naankaa kalu jaam happy
122,"00:06:29,968","00:06:30,458",speaker_4,న్యూ ఇయర్,new year
123,"00:06:30,668","00:06:32,278",speaker_3,హ్యాపీ న్యూ ఇయర్ అన్న ఇది అక్టోబర్ కదనా,happy new year anna idhi october kadhanaa
124,"00:06:32,567","00:06:33,578",speaker_4,ఏ అర్థం అయిపోలేదా,ye artham ayipoledhaa
125,"00:06:34,007","00:06:34,408",speaker_4,పని జరా,pani jaraa
126,"00:06:37,137","00:06:37,677",speaker_3,అవ్వనా పక్క,avvanaa pakka
127,"00:06:37,728","00:06:38,887",speaker_3,టేబుల్ లో మన మనుషులు లేరు కదనా,table lo mana manushulu leru kadhanaa
128,"00:06:42,408","00:06:43,927",speaker_3,ఏం జిందగీ రా బై చోటు గాంధీ,yem jindhagee raa bai chotu gandhi
129,"00:06:44,827","00:06:45,918",speaker_3,కుసున్న జాగాలనే సెటిల్మెంట్లు,kusunna jaagaalane setilmentlu
130,"00:06:46,067","00:06:46,367",speaker_3,చేస్తడు,chesthadu
131,"00:06:46,807","00:06:47,588",speaker_3,కొట్లాటలు చేస్తడు,kotlaatalu chesthadu
132,"00:06:48,108","00:06:49,807",speaker_3,మంచి మంచి వాళ్ళే ఉత్సాహం పోపిస్తడు.,manchi manchi vaalle uthsaaham popisthadu.
133,"00:06:50,887","00:06:53,627",speaker_3,అవ్వనా మొన్న పోయిన పోయిన పెద్ద సెటిల్మెంట్ చేసిన మాట నిజమేనా నా,avvanaa monna poyina poyina pedhdha settlement chesina maata nijamenaa naa
134,"00:06:54,567","00:06:55,307",speaker_4,నేనే చేసినా సెటిల్మెంట్,nene chesinaa settlement
135,"00:06:55,367","00:06:55,718",speaker_3,అరేయ్,arey
136,"00:06:56,288","00:06:56,918",speaker_3,నేను ఎవరో అనుకున్నానా,nenu yevaro anukunnaanaa
137,"00:06:57,298","00:06:58,328",speaker_3,నా నుగుళ కొద్దిగా చూసుకోనా,naa nugula kodhdhigaa choosukonaa
138,"00:06:58,668","00:06:59,867",speaker_4,చూసుకుంటా అందర్నీ చూసుకుంటా,choosukuntaa andharnee choosukuntaa
139,"00:06:59,968","00:07:00,348",speaker_3,చూసుకోనా,choosukonaa
140,"00:07:03,677","00:07:04,277",speaker_4,ఇక్కడ చోటు,ikkada chotu
141,"00:07:04,327","00:07:04,627",speaker_4,భాయ్ ఎవరు,bhaay yevaru
142,"00:07:05,048","00:07:05,668",speaker_3,చోటు భాయ్ నేనే,chotu bhaay nene
143,"00:07:07,307","00:07:08,048",speaker_4,బార్ కాస్ చోటు భాయ్,bar kaas chotu bhaay
144,"00:07:08,267","00:07:09,487",speaker_3,బార్ కాస్ చోటు భాయ్ నేనే,bar kaas chotu bhaay nene
145,"00:07:12,417","00:07:13,288",speaker_4,ఏం చేసిండ్రా,yem chesindraa
146,"00:07:14,168","00:07:15,447",speaker_4,బిళ్ళెన్స్ స్కూల్ కొండ చలం ఏం చేసిండ్రు,billens school konda chalam yem chesindru
147,"00:07:16,077","00:07:16,798",speaker_3,తినేసినం మొండి,thinesinam mondi
148,"00:07:16,848","00:07:17,198",speaker_3,నువ్వెవరో,nuvvevaro
149,"00:07:17,867","00:07:18,247",speaker_4,ఎవరా,yevaraa
150,"00:07:18,687","00:07:19,747",speaker_4,బొక్కలో వేస్తే తెలుస్తాది,bokkalo vesthe thelusthaadhi
151,"00:07:20,387","00:07:21,038",speaker_4,లే లేస్తా ఏయ్ వద్దు,le lesthaa yey vadhdhu
152,"00:07:22,228","00:07:22,328",speaker_4,వద్దు,vadhdhu
153,"00:07:22,788","00:07:24,098",speaker_3,కోస్తా నిన్ను చోటు,costa ninnu chotu
154,"00:07:24,367","00:07:25,158",speaker_3,భాయ్ నా తేలు ఏపిను,bhaay naa thelu yepinu
155,"00:07:25,208","00:07:25,558",speaker_4,తిన్నాడంట,thinnaadanta
156,"00:07:25,718","00:07:25,818",speaker_3,తింటా,thintaa
157,"00:07:27,767","00:07:29,028",speaker_3,తినిపెడతా నిన్ను,thinipedathaa ninnu
158,"00:07:38,777","00:07:39,427",speaker_4,ఏమైంది పరిశాన,yemaindhi parishaana
159,"00:07:39,487","00:07:41,048",speaker_4,కొడుతున్నావ్ ప్రాబ్లం ఏం ఉండదుగా,koduthunnaav praablam yem undadhugaa
160,"00:07:42,668","00:07:44,168",speaker_3,అరే అంతా సేఫ్ రా బై,are anthaa safe raa bai
161,"00:07:44,747","00:07:45,348",speaker_3,ముందు మీరు పొండి,mundhu meeru pondi
162,"00:07:46,088","00:07:46,737",speaker_4,ఏ నువ్వు రావా,ye nuvvu raavaa
163,"00:07:48,728","00:07:49,687",speaker_3,మీ ఎనకాల నేను వస్తున్నా,mee yenakaala nenu vasthunnaa
164,"00:07:50,148","00:07:51,387",speaker_3,ముందు మీరు పోయి ఆళ్ళని తలిగిండ్రి,mundhu meeru poyi aallani thaligindri
165,"00:07:52,567","00:07:53,688",speaker_3,ఆడ ఏమన్నా తేడా అయిందనుకో,aada yemannaa thedaa ayindhanuko
166,"00:07:54,247","00:07:55,998",speaker_3,పక్క టేబుల్ అనే మన చోటు గాడి మనుషులుంటారు.,pakka table ane mana chotu gaadi manushuluntaaru.
167,"00:07:57,028","00:07:57,718",speaker_3,వాళ్ళు వచ్చి తలిగిస్తారు,vaallu vachhi thaligisthaaru
168,"00:07:58,067","00:07:58,418",speaker_3,అర్థమైందా,arthamaindhaa
169,"00:07:58,807","00:07:59,067",speaker_3,పొండి,pondi
170,"00:08:01,908","00:08:02,258",speaker_3,మాది,maadhi
171,"00:08:13,507","00:08:14,298",speaker_3,గారు సిగరెట్,gaaru cigarette
172,"00:08:14,526","00:08:14,877",speaker_3,మంత్రి,manthri
173,"00:08:16,687","00:08:16,937",speaker_3,గారు,gaaru
174,"00:08:18,387","00:08:18,737",speaker_3,థాంక్యూ,thaankyoo
175,"00:08:23,187","00:08:23,538",speaker_3,డాడీ,daddy
176,"00:08:25,427","00:08:26,028",speaker_4,ఎస్ పుత్రా,yes puthraa
177,"00:08:27,208","00:08:27,947",speaker_4,థాంక్యూ సుపుత్రా,thaankyoo suputhraa
178,"00:08:28,367","00:08:29,877",speaker_4,స్రా పాలు కూడా చాలా థాంక్స్,sraa paalu koodaa chaalaa thanks
179,"00:08:32,028","00:08:32,408",speaker_4,రాణి,raani
180,"00:08:33,388","00:08:34,067",speaker_4,వచ్చేయ్ రాణి,vachhey raani
181,"00:08:34,748","00:08:37,827",speaker_4,ఒరేయ్ ఫిలమెంట్ గా లేడీకి ఎడే పేసి నువ్వే పేసాలి సిగరెట్ తాగుతావా,orey philament gaa ledeeki yede pesi nuvve pesaali cigarette thaaguthaavaa
182,"00:08:38,168","00:08:38,488",speaker_3,తాగు,thaagu
183,"00:08:40,138","00:08:40,707",speaker_4,రాణి నీ,raani nee
184,"00:08:40,788","00:08:41,138",speaker_4,పనిమనిషా,panimanishaa
185,"00:08:41,508","00:08:41,858",speaker_3,ఆ,aa
186,"00:08:42,307","00:08:42,658",speaker_4,పక్కా,pakkaa
187,"00:08:42,868","00:08:43,567",speaker_4,చందెలా ఉంది,chandhelaa undhi
188,"00:08:45,248","00:08:45,878",speaker_3,రాణి గారు,raani gaaru
189,"00:08:46,368","00:08:47,447",speaker_3,నాక్కూడా సిగరెట్ ఇవ్వొచ్చుగా,naakkoodaa cigarette ivvochhugaa
190,"00:08:47,748","00:08:48,098",speaker_4,దానికంత,dhaanikantha
191,"00:08:48,327","00:08:48,677",speaker_4,కులికేస్తావ్,kulikesthaav
192,"00:08:48,827","00:08:49,427",speaker_4,ఏందే ఇంగో,yendhe ingo
193,"00:08:49,888","00:08:50,238",speaker_4,తాగు,thaagu
194,"00:08:52,888","00:08:52,988",speaker_3,ఆ,aa
195,"00:08:54,028","00:08:54,287",speaker_3,ఏయ్,yey
196,"00:08:55,388","00:08:55,748",speaker_3,నా సూటు,naa sootu
197,"00:08:57,947","00:09:00,338",speaker_4,అరే చోటు భాయ్ మనుషుల్ని పంపిస్తా అన్నాడు ఏడున్నారు రా,are chotu bhaay manushulni pampisthaa annaadu yedunnaaru raa
198,"00:09:02,087","00:09:02,758",speaker_3,ఆ ఆళ్ళే అనుకుంటా,aa aalle anukuntaa
199,"00:09:03,288","00:09:03,638",speaker_4,వీళ్ళెవరన్నా,veellevarannaa
200,"00:09:04,268","00:09:05,478",speaker_3,బార్ కాస్ చోటు భాయ్ ఉంది కదా,bar kaas chotu bhaay undhi kadhaa
201,"00:09:06,067","00:09:06,807",speaker_3,దాని మనుషులే అనుకుంటా,dhaani manushule anukuntaa
202,"00:09:07,587","00:09:08,348",speaker_4,వీళ్ళెందుకు వచ్చురిప్పుడు,veellendhuku vachhurippudu
203,"00:09:08,888","00:09:09,148",speaker_3,దేమో,dhemo
204,"00:09:10,128","00:09:11,057",speaker_3,రేయ్ నా సూటు,rey naa sootu
205,"00:09:11,447","00:09:11,927",speaker_4,ఏం రా,yem raa
206,"00:09:12,148","00:09:12,807",speaker_3,వెనక్కి చూడు ఒకసారి,venakki choodu okasaari
207,"00:09:15,268","00:09:15,477",speaker_3,అన్న అన్న,anna anna
208,"00:09:16,587","00:09:17,347",speaker_3,ఆళ్ళే నన్ను కొట్టింది,aalle nannu kottindhi
209,"00:09:18,227","00:09:18,937",speaker_4,ఆగు నేను మాట్లాడతాగా,aagu nenu maatlaadathaagaa
210,"00:09:22,227","00:09:22,628",speaker_4,చప్పీల్,chappeel
211,"00:09:23,268","00:09:24,508",speaker_4,ఆ పొట్టి చాలే గాడు అసలు,aa potti chaale gaadu asalu
212,"00:09:35,607","00:09:36,847",speaker_4,వీడు బట్ట చాలే గాడు,veedu batta chaale gaadu
213,"00:09:39,668","00:09:40,018",speaker_3,ఎవతాది,yevathaadhi
214,"00:09:43,957","00:09:44,578",speaker_4,మాదే ఏం,maadhe yem
215,"00:09:44,628","00:09:44,978",speaker_4,కావాలి,kaavaali
216,"00:09:45,288","00:09:45,638",speaker_3,ముద్దిస్తదా,mudhdhisthadhaa
217,"00:09:45,868","00:09:46,658",speaker_4,ఇస్తది ఏయ్,isthadhi yey
218,"00:09:47,168","00:09:48,268",speaker_4,ఓ ముద్దంటే పెట్టు ఫ్రీ,o mudhdhante pettu free
219,"00:09:54,957","00:09:55,727","speaker_4, speaker_3",గిఫ్ట్ ఏది,gift yedhi
220,"00:09:55,827","00:09:56,177",speaker_4,ఏ,ye
221,"00:09:56,998","00:09:57,177",speaker_4,అదరా,adharaa
222,"00:09:57,447","00:09:58,418",speaker_3,లో రాణి పర్సు,lo raani parsu
223,"00:09:58,508","00:09:59,318",speaker_4,ఏ రాదు రాదు,ye raadhu raadhu
224,"00:09:59,368","00:09:59,648",speaker_3,నో నో,no no
225,"00:09:59,947","00:10:00,298",speaker_4,ఏ,ye
226,"00:10:00,518","00:10:00,618",speaker_4,ఏయ్ ఇంగ,yey inga
227,"00:10:00,596","00:10:00,977",speaker_3,నో నో,no no
228,"00:10:01,288","00:10:02,098",speaker_4,అరేయ్ ఒక సర్వ్,arey oka serve
229,"00:10:04,388","00:10:04,788",speaker_4,కొడి ఇంద,kodi indha
230,"00:10:05,508","00:10:06,278",speaker_4,ఏయ్ మనిషి,yey manishi
231,"00:10:18,168","00:10:19,187",speaker_3,బై ది వే నా పేరు దాస్,bai dhi ve naa peru das
232,"00:10:19,687","00:10:20,957",speaker_3,ఫలక్ నుమా దాస్ అంటారు మావోళ్ళంతా,phalak numaa das antaaru maavollanthaa
233,"00:10:23,067","00:10:23,187",speaker_5,రే,re
234,"00:11:36,497","00:11:37,328",speaker_5,దాస్ నువ్వు,das nuvvu
235,"00:11:37,378","00:11:40,008",speaker_5,పోరా ఇప్పుడు అందరూ రావు చేసిరా అని చెప్తున్నా నేను,poraa ippudu andharoo raavu chesiraa ani chepthunnaa nenu
236,"00:11:40,538","00:11:41,408",speaker_5,పో కబడ్డీ,po kabaddee
237,"00:11:41,528","00:11:42,298",speaker_5,కబడ్డీ కబ్--,kabaddee cub--
238,"00:11:43,648","00:11:44,967",speaker_5,ఆ మధ్యలో నా అమ్మాయి పేరు టీనా,aa madhyalo naa ammaayi peru teenaa
239,"00:11:45,707","00:11:47,888",speaker_5,ఆమె అంటే మా క్లాస్ బాయ్స్ అందరికీ మాస్ ఇష్టం,aame ante maa class boys andharikee mass ishtam
240,"00:11:48,937","00:11:49,568",speaker_5,అందుకే నాకు,andhuke naaku
241,"00:11:49,618","00:11:50,067",speaker_5,కూడా ఇష్టం,koodaa ishtam
242,"00:11:51,187","00:11:52,638",speaker_5,మా ఇద్దరికీ ఫ్లేమ్స్ వేసినా కూడా,maa idhdharikee phlems vesinaa koodaa
243,"00:11:53,087","00:11:53,628",speaker_5,ఎల్ వచ్చింది,eels vachhindhi
244,"00:11:54,187","00:11:55,468",speaker_5,మా క్లాస్ బాయ్స్ కి ఎవరికీ రాలే,maa class boys ki yevarikee raale
245,"00:11:55,788","00:11:56,807",speaker_5,అప్పుడే నేను ఫిక్స్ అయిపోయాను.,appude nenu fix ayipoyaanu.
246,"00:12:03,298","00:12:04,227",speaker_5,అరేయో ఆశికి,areyo aashiki
247,"00:12:04,528","00:12:05,668",speaker_5,కబడ్డీ కబడ్డీ ప్యాంట్,kabaddee kabaddee pyaant
248,"00:12:16,577","00:12:17,238",speaker_6,ఇది మా అమ్మ.,idhi maa amma.
249,"00:12:17,918","00:12:18,728",speaker_6,మా అమ్మ మునక్కాడ,maa amma munakkaada
250,"00:12:18,937","00:12:19,888",speaker_6,మటన్ లా కొత్తిమీర,matan laa koththimeera
251,"00:12:20,057","00:12:20,918",speaker_6,వేసి ఉండుతది చూడు.,vesi unduthadhi choodu.
252,"00:12:21,618","00:12:22,937",speaker_6,అబ్బా! అబ్బా! అబ్బా! టేస్టే వేరు.,abbaa! abbaa! abbaa! teste veru.
253,"00:12:24,648","00:12:25,108",speaker_6,ఇగో ఇది,ego idhi
254,"00:12:25,158","00:12:25,628",speaker_6,నా చెల్లె.,naa chelle.
255,"00:12:26,038","00:12:28,018",speaker_6,దానికి దాని లైఫ్ కంటే నా లైఫ్ మీదనే ఎక్కువ interest.,dhaaniki dhaani life kante naa life meedhane yekkuva interest.
256,"00:12:28,357","00:12:29,108",speaker_6,నాకేది కావాలంటే,naakedhi kaavaalante
257,"00:12:29,258","00:12:30,018",speaker_6,దానికి అది కావాలంటది.,dhaaniki adhi kaavaalantadhi.
258,"00:12:31,278","00:12:31,658",speaker_7,రాజి.,raaji.
259,"00:12:32,687","00:12:32,788",speaker_6,ఆ.,aa.
260,"00:12:32,717","00:12:35,437",speaker_7,స్కూల్ అయ్యాక ఆడికి ఈడికి పోకుండా సీదా తాత దగ్గరికి పో.,school ayyaaka aadiki eediki pokundaa seedhaa thaatha dhaggariki po.
261,"00:12:35,498","00:12:35,837",speaker_6,ఎందుకే?,yendhuke?
